iter	Passed	Remaining
1664	293975	59148
1665	294132	58967
1666	294287	58786
1667	294482	58613
1668	294671	58439
1669	294835	58260
1670	295017	58085
1671	295176	57905
1672	295344	57727
1673	295497	57546
1674	295670	57368
1675	295832	57189
1676	295998	57010
1677	296154	56830
1678	296328	56653
1679	296485	56473
1680	296637	56292
1681	296792	56111
1682	296956	55933
1683	297113	55752
1684	297269	55572
1685	297422	55391
1686	297598	55215
1687	297749	55034
1688	297900	54853
1689	298048	54671
1690	298201	54490
1691	298365	54312
1692	298515	54131
1693	298668	53950
1694	298827	53771
1695	298978	53590
1696	299129	53409
1697	299286	53230
1698	299437	53049
1699	299599	52870
1700	299757	52691
1701	299910	52510
1702	300071	52331
1703	300223	52151
1704	300382	51972
1705	300544	51793
1706	300702	51614
1707	300849	51433
1708	300996	51252
1709	301151	51072
1710	301305	50892
1711	301465	50713
1712	301618	50533
1713	301778	50355
1714	301927	50174
1715	302083	49995
1716	302236	49815
1717	302390	49635
1718	302544	49456
1719	302696	49276
1720	302876	49100
1721	303028	48920
1722	303178	48740
1723	303354	48564
1724	303510	48385
1725	303663	48206
1726	303832	48029
1727	303990	47850
1728	304138	47670
1729	304295	47491
1730	304460	47313
1731	304655	47140
1732	304811	46961
1733	304970	46783
1734	305125	46604
1735	305285	46425
1736	305438	46246
1737	305608	46069
1738	305755	45889
1739	305914	45711
1740	306066	45531
1741	306224	45353
1742	306386	45175
1743	306565	45000
1744	306713	44820
1745	306870	44642
1746	307052	44467
1747	307207	44288
1748	307358	44109
1749	307517	43931
1750	307706	43757
1751	307866	43579
1752	308035	43402
1753	308215	43227
1754	308369	43048
1755	308527	42870
1756	308680	42691
1757	308830	42512
1758	308994	42335
1759	309149	42156
1760	309297	41977
1761	309460	41799
1762	309619	41622
1763	309776	41444
1764	309933	41265
1765	310092	41088
1766	310244	40909
1767	310404	40731
1768	310557	40553
1769	310721	40376
1770	310884	40199
1771	311039	40020
1772	311225	39846
1773	311377	39668
1774	311533	39490
1775	311696	39313
1776	311848	39134
1777	312002	38956
1778	312154	38778
1779	312301	38599
1780	312467	38422
1781	312628	38245
1782	312782	38067
1783	312943	37890
1784	313097	37711
1785	313266	37535
1786	313422	37358
1787	313574	37179
1788	313728	37002
1789	313888	36824
1790	314041	36646
1791	314234	36473
1792	314416	36299
1793	314574	36121
1794	314725	35943
1795	314879	35765
1796	315051	35590
1797	315200	35411
1798	315357	35234
1799	315510	35056
1800	315696	34882
1801	315848	34704
1802	316003	34527
1803	316155	34349
1804	316305	34171
1805	316456	33993
1806	316611	33816
1807	316777	33640
1808	316930	33462
1809	317086	33285
1810	317242	33108
1811	317407	32931
1812	317568	32755
1813	317717	32577
1814	317882	32401
1815	318036	32223
1816	318183	32046
1817	318349	31869
1818	318513	31693
1819	318673	31517
1820	318861	31343
1821	319014	31166
1822	319167	30988
1823	319343	30813
1824	319510	30638
1825	319665	30460
1826	319830	30284
1827	319989	30108
1828	320150	29932
1829	320301	29754
1830	320461	29578
1831	320618	29401
1832	320781	29225
1833	320928	29048
1834	321081	28871
1835	321241	28694
1836	321397	28518
1837	321547	28340
1838	321716	28165
1839	321877	27989
1840	322031	27812
1841	322183	27635
1842	322335	27458
1843	322485	27281
1844	322630	27104
1845	322793	26928
1846	322947	26752
1847	323106	26575
1848	323254	26398
1849	323410	26222
1850	323567	26046
1851	323716	25869
1852	323865	25692
1853	324023	25516
1854	324173	25339
1855	324329	25163
1856	324498	24988
1857	324651	24811
1858	324798	24635
1859	324948	24458
1860	325103	24282
1861	325255	24105
1862	325417	23930
1863	325575	23754
1864	325729	23578
1865	325880	23401
1866	326053	23227
1867	326202	23050
1868	326365	22875
1869	326519	22699
1870	326671	22523
1871	326833	22347
1872	326990	22171
1873	327146	21996
1874	327297	21819
1875	327462	21644
1876	327617	21468
1877	327782	21293
1878	327937	21117
1879	328093	20942
1880	328256	20766
1881	328412	20591
1882	328565	20415
1883	328724	20239
1884	328877	20064
1885	329032	19888
1886	329184	19712
1887	329366	19538
1888	329542	19364
1889	329702	19189
1890	329858	19013
1891	330013	18837
1892	330165	18662
1893	330322	18486
1894	330474	18311
1895	330631	18135
1896	330789	17960
1897	330960	17786
1898	331120	17610
1899	331277	17435
1900	331428	17260
1901	331587	17084
1902	331743	16909
1903	331894	16734
1904	332047	16558
1905	332215	16384
1906	332375	16209
1907	332534	16034
1908	332694	15859
1909	332852	15684
1910	333021	15509
1911	333178	15334
1912	333342	15159
1913	333490	14984
1914	333649	14809
1915	333809	14634
1916	333962	14459
1917	334122	14284
1918	334279	14109
1919	334437	13934
1920	334592	13759
1921	334742	13584
1922	334906	13410
1923	335057	13235
1924	335215	13060
1925	335370	12885
1926	335526	12710
1927	335677	12535
1928	335826	12360
1929	335978	12185
1930	336127	12010
1931	336285	11836
1932	336445	11661
1933	336607	11487
1934	336756	11312
1935	336914	11137
1936	337071	10963
1937	337230	10788
1938	337391	10614
1939	337548	10439
1940	337696	10264
1941	337852	10090
1942	338021	9916
1943	338174	9741
1944	338326	9567
1945	338486	9392
1946	338640	9218
1947	338800	9043
1948	338975	8870
1949	339131	8695
1950	339284	8521
1951	339441	8346
1952	339593	8172
1953	339768	7998
1954	339929	7824
1955	340080	7650
1956	340241	7475
1957	340397	7301
1958	340555	7127
1959	340707	6953
1960	340854	6778
1961	341007	6604
1962	341152	6430
1963	341315	6256
1964	341469	6082
1965	341630	5908
1966	341779	5733
1967	341937	5559
1968	342098	5386
1969	342258	5212
1970	342412	5038
1971	342565	4864
1972	342719	4690
1973	342882	4516
1974	343038	4342
1975	343191	4168
1976	343348	3994
1977	343512	3820
1978	343667	3646
1979	343813	3472
1980	343972	3299
1981	344121	3125
1982	344274	2951
1983	344446	2777
1984	344602	2604
1985	344759	2430
1986	344925	2256
1987	345080	2082
1988	345235	1909
1989	345389	1735
1990	345575	1562
1991	345731	1388
1992	345891	1214
1993	346047	1041
1994	346200	867
1995	346352	694
1996	346511	520
1997	346666	347
1998	346820	173
1999	346975	0
